Gene Name	Young -Dox	Young +Dox	Sen -Dox	Sen +Dox
FNDC5	5.63	12.16	5.09	4.34
FNDC5	5.63	12.16	5.09	4.34
HPCA	10.46	6.48	8.26	3.25
HPCA	10.46	6.48	8.26	3.25
RNF19B	151.31	175.88	141.14	205.94
AK2	552.94	584.38	555.65	636.26
AK2	552.94	584.38	555.65	636.26
ADC	48.29	55.11	52.13	34.69
ADC	48.29	55.11	52.13	34.69
TRIM62	178.68	162.91	125.24	100.8
TRIM62	178.68	162.91	125.24	100.8
ZNF362	863.61	855.9	678.35	615.67
A3GALT2	3.22	3.24	1.27	2.17
MIR3605	2198.87	2562.83	1656.15	1431.86
ZSCAN20	16.1	20.26	29.88	34.69
HMGB4	42.66	50.25	41.32	53.11
HMGB4	42.66	50.25	41.32	53.11
HMGB4	42.66	50.25	41.32	53.11
C1orf94	3.22	4.05	6.99	2.17
GJB5	0	0	0.64	1.08
GJB4	0	0	0	0
GJB3	0.8	1.62	1.27	10.84
GJA4	0	0	0	0
SMIM12	281.7	292.59	337.59	342.52
DLGAP3	2.41	1.62	5.72	3.25
ZMYM6	19.32	21.88	19.71	83.46
ZMYM6	19.32	21.88	19.71	83.46
ZMYM6	19.32	21.88	19.71	83.46
ZMYM6	19.32	21.88	19.71	83.46
ZMYM1	37.83	34.04	26.07	34.69
ZMYM1	37.83	34.04	26.07	34.69
SFPQ	1155.77	1180.1	930.11	1153.29
SFPQ	1155.77	1180.1	930.11	1153.29
SFPQ	1155.77	1180.1	930.11	1153.29
ZMYM4	289.75	301.51	333.14	326.26
ZMYM4	289.75	301.51	333.14	326.26
KIAA0319L	494.99	558.44	527.68	476.92
NCDN	845.9	785.38	743.2	765.25
TFAP2E	6.44	7.29	8.26	7.59
PSMB2	580.3	608.69	521.32	566.89
C1orf216	410.48	453.07	422.14	377.2
CLSPN	16.9	19.45	22.25	13.01
AGO4	63.58	65.65	63.58	75.87
AGO1	299.41	346.9	314.7	416.23
AGO3	27.37	26.75	55.31	56.36
AGO3	27.37	26.75	55.31	56.36
AGO3	27.37	26.75	55.31	56.36
TEKT2	0	0.81	0.64	1.08
TEKT2	0	0.81	0.64	1.08
ADPRHL2	349.31	426.33	377	534.37
ADPRHL2	349.31	426.33	377	534.37
COL8A2	548.91	630.58	384.63	2499.52
TRAPPC3	608.47	644.36	658.65	719.72
MAP7D1	4071.77	4253.55	3365.07	3534.66
THRAP3	570.64	656.51	568.37	862.8
SH3D21	39.44	50.25	39.42	49.86
EVA1B	3361.88	3690.25	2688.62	1747.28
STK40	683.32	679.21	594.43	485.6
STK40	683.32	679.21	594.43	485.6
LSM 10.00	419.33	500.08	450.12	450.91
OSCP1	47.49	47.01	58.49	58.53
MRPS15	383.92	374.46	381.46	368.53
CSF3R	1.61	0	1.27	0
GRIK3	2.41	0.81	17.17	4.34
ZC3H12A	156.14	165.34	135.42	149.58
MIR5581	276.07	268.28	267.65	343.6
SNIP1	569.84	498.46	542.94	557.14
GNL2	31.39	45.39	43.23	78.04
GNL2	31.39	45.39	43.23	78.04
RSPO1	952.95	628.96	636.39	688.29
C1orf109	75.66	94.83	89.01	175.6
CDCA8	109.46	162.1	73.11	33.6
EPHA10	3.22	2.43	3.18	7.59
MANEAL	42.66	85.91	87.73	85.63
C1orf122	236.63	209.92	235.87	280.74
C1orf122	236.63	209.92	235.87	280.74
MTF1	65.19	83.48	89.01	138.74
INPP5B	215.7	244.77	254.94	225.46
SF3A3	317.92	356.62	335.04	345.77
FHL3	401.62	466.04	230.14	134.41
UTP11L	99	111.85	90.91	110.56
POU3F1	0	0.81	0.64	0
MYCBP	24.15	63.22	42.6	87.8
MYCBP	24.15	63.22	42.6	87.8
MYCBP	24.15	63.22	42.6	87.8
RHBDL2	36.22	11.35	43.87	34.69
AKIRIN1	344.48	404.44	353.48	537.62
NDUFS5	812.9	804.84	752.1	970.11
KIAA0754	333.21	438.49	346.49	1008.05
KIAA0754	333.21	438.49	346.49	1008.05
KIAA0754	333.21	438.49	346.49	1008.05
PPIEL	22.54	18.64	27.97	22.76
PPIEL	22.54	18.64	27.97	22.76
SNORA55	2313.16	2288.07	1884.39	1578.19
HEYL	2.41	3.24	0	1.08
NT5C1A	0	0	1.91	0
HPCAL4	0	0	1.27	0
PPIE	271.24	297.46	263.2	310
PPIE	271.24	297.46	263.2	310
PPIE	271.24	297.46	263.2	310
OXCT2	103.83	53.49	236.5	70.45
TRIT1	53.93	53.49	68.66	89.97
TRIT1	53.93	53.49	68.66	89.97
MYCL1	6.44	3.24	3.18	11.92
MFSD2A	517.52	455.51	321.69	257.97
MFSD2A	517.52	455.51	321.69	257.97
CAP1	1735.27	2025.46	1729.9	3209.49
PPT1	385.53	410.12	522.59	537.62
RLF	21.73	12.16	39.42	36.85
TMCO2	0.8	0	0	0
ZMPSTE24	103.83	115.9	132.87	315.42
ZMPSTE24	103.83	115.9	132.87	315.42
COL9A2	13.68	29.18	20.34	6.5
SMAP2	250.31	325.82	241.59	247.13
ZFP69B	4.02	1.62	2.54	10.84
ZFP69	7.24	9.73	14.62	6.5
EXO5	52.32	51.87	47.68	56.36
ZNF684	3.22	8.92	5.72	6.5
RIMS3	14.49	14.59	15.26	21.68
MIR30E	284.92	323.39	271.47	263.39
MIR30E	284.92	323.39	271.47	263.39
KCNQ4	6.44	4.05	6.99	0
CITED4	108.66	77	84.56	100.8
CTPS1	157.75	186.42	168.48	689.37
SLFNL1	4.83	4.86	6.99	17.34
MIR5095	482.11	409.31	371.92	334.93
EDN2	0	1.62	0	0
HIVEP3	53.93	88.35	617.32	80.21
HIVEP3	53.93	88.35	617.32	80.21
HIVEP3	53.93	88.35	617.32	80.21
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	189.95	195.33	232.05	250.39
RIMKLA	0.8	0	1.91	4.34
ZMYND12	4.02	4.86	4.45	6.5
PPCS	171.43	265.04	206.62	273.15
CCDC30	3.22	4.05	6.99	4.34
CCDC30	3.22	4.05	6.99	4.34
PPIH	112.68	125.63	97.91	105.14
YBX1	5600.99	4850.9	4283.11	4361.7
YBX1	5600.99	4850.9	4283.11	4361.7
CLDN19	0.8	0	0	0
LEPRE1	2053.19	2376.41	1717.18	2088.71
LEPRE1	2053.19	2376.41	1717.18	2088.71
C1orf50	60.36	67.27	74.38	81.29
ERMAP	161.78	141.03	121.43	104.06
ERMAP	246.29	252.88	216.79	189.69
ZNF691	73.24	84.29	72.48	67.2
ZNF691	73.24	84.29	72.48	67.2
ZNF691	73.24	84.29	72.48	67.2
SLC2A1-AS1	3443.17	2819.76	3281.15	3865.26
SLC2A1	33	26.75	39.42	24.93
FAM183A	2.41	0.81	2.54	1.08
FAM183A	2.41	0.81	2.54	1.08
EBNA1BP2	23.34	7.29	17.8	11.92
EBNA1BP2	23.34	7.29	17.8	11.92
TMEM125	0.8	0.81	2.54	0
C1orf210	0	0	0.64	1.08
TIE1	7.24	8.11	3.18	0
MPL	3.22	2.43	2.54	1.08
CDC20	278.48	351.76	185.01	53.11
ELOVL1	1046.31	1155.79	1011.49	1054.65
MED8	333.21	349.33	261.93	300.25
HYI	734.83	672.72	639.57	804.27
HYI	734.83	672.72	639.57	804.27
HYI	734.83	672.72	639.57	804.27
PTPRF	1244.31	1247.37	1154.54	2198.19
KDM4A	412.89	419.84	371.92	489.93
KDM4A	412.89	419.84	371.92	489.93
ST3GAL3	276.07	294.22	293.72	243.88
ST3GAL3	276.07	294.22	293.72	243.88
ARTN	4.02	6.48	6.99	3.25
IPO13	591.57	577.89	581.08	673.11
DPH2	180.29	185.61	156.4	197.27
ATP6V0B	595.59	612.75	655.47	734.9
B4GALT2	1834.27	1946.84	1611.65	1982.49
SLC6A9	1065.63	1120.93	699.33	820.53
SLC6A9	1006.87	1047.99	649.11	776.09
SLC6A9	1065.63	1120.93	699.33	820.53
SLC6A9	1006.87	1047.99	649.11	776.09
KLF17	45.07	54.3	51.5	41.19
DMAP1	255.14	272.33	216.16	217.87
ERI3	616.52	678.4	569.64	520.28
ERI3	616.52	678.4	569.64	520.28
MIR5584	923.97	1059.34	888.15	650.35
MIR5584	923.97	1059.34	888.15	650.35
MIR5584	923.97	1059.34	888.15	650.35
C1orf228	15.29	5.67	15.26	2.17
KIF2C	124.75	155.62	87.1	32.52
SNORD46	7614.74	7865.19	5778.41	4256.55
BEST4	3.22	1.62	1.91	2.17
PLK3	358.16	370.4	243.5	455.25
PLK3	358.16	370.4	243.5	455.25
PLK3	358.16	370.4	243.5	455.25
BTBD19	206.04	132.11	139.87	207.03
BTBD19	206.04	132.11	139.87	207.03
PTCH2	5.63	6.48	10.81	9.76
EIF2B3	123.14	180.74	163.39	166.92
HECTD3	775.88	561.68	603.97	405.39
UROD	878.1	855.09	919.31	877.98
ZSWIM5	38.63	51.87	62.3	80.21
HPDL	13.68	10.54	7.63	3.25
MUTYH	110.27	113.47	113.17	96.47
TESK2	55.54	93.21	111.89	52.03
TESK2	55.54	93.21	111.89	52.03
CCDC163P	17.71	18.64	9.54	14.09
MMACHC	88.53	84.29	82.65	113.81
MMACHC	88.53	84.29	82.65	113.81
AKR1A1	936.05	862.38	778.8	680.7
NASP	152.12	238.29	146.22	128.99
CCDC17	1.61	4.05	3.18	0
RPS15AP10	365.4	395.53	406.89	612.41
IPP	93.36	112.66	106.17	187.52
IPP	46.68	63.22	57.85	92.13
MAST2	899.02	903.72	756.55	757.66
MAST2	899.02	903.72	756.55	757.66
MAST2	899.02	903.72	756.55	757.66
PIK3R3	52.32	73.76	78.83	96.47
TSPAN1	4.02	4.05	4.45	10.84
LURAP1	734.83	821.05	841.74	1083.92
LURAP1	734.83	821.05	841.74	1083.92
LURAP1	734.83	821.05	841.74	1083.92
RAD54L	64.39	81.86	63.58	37.94
LRRC41	1388.38	1520.52	1261.34	1179.31
LRRC41	1388.38	1520.52	1261.34	1179.31
UQCRH	724.37	706.76	620.5	637.35
NSUN4	141.65	163.72	142.41	173.43
FAAH	38.63	26.75	30.52	22.76
FAAH	38.63	26.75	30.52	22.76
DMBX1	0	0	1.27	0
KNCN	127.17	100.5	105.54	95.38
KNCN	127.17	100.5	105.54	95.38
KNCN	127.17	100.5	105.54	95.38
KNCN	127.17	100.5	105.54	95.38
MOB3C	208.46	290.97	181.19	124.65
ATPAF1	198.8	201.01	192.63	196.19
TEX38	0	0	0	0
EFCAB14	437.04	452.26	415.79	505.11
CYP4B1	0	1.62	0.64	1.08
CYP4Z2P	12.07	8.92	18.44	19.51
CYP4A11	0	0	0	0
CYP4X1	0	0	0.64	1.08
CYP4Z1	14.49	14.59	17.17	21.68
CYP4A22	0	0	1.27	0
PDZK1IP1	0	0	0	0
TAL1	0	0	0.64	0
TAL1	0	0	0.64	0
CMPK1	333.21	364.73	331.23	716.47
CMPK1	333.21	364.73	331.23	716.47
CMPK1	333.21	364.73	331.23	716.47
CMPK1	333.21	364.73	331.23	716.47
FOXE3	1.61	2.43	4.45	2.17
FOXD2-AS1	33	28.37	14.62	6.5
FOXD2	23.34	22.69	24.16	11.92
SLC5A9	0	0	0.64	0
SPATA6	102.22	116.71	91.55	97.55
SPATA6	102.22	116.71	91.55	97.55
BEND5	19.32	18.64	69.3	15.17
BEND5	19.32	18.64	69.3	15.17
BEND5	19.32	18.64	69.3	15.17
ELAVL4	0	0.81	5.09	1.08
DMRTA2	1.61	0	0.64	1.08
FAF1	252.72	266.66	354.75	293.74
CDKN2C	662.4	675.15	397.35	151.75
C1orf185	7.24	0.81	6.36	3.25
RNF11	1808.51	1608.05	1349.72	1656.23
TTC39A	14.49	12.97	29.24	9.76
TTC39A	14.49	12.97	29.24	9.76
EPS15	85.31	106.18	141.14	242.8
OSBPL9	141.65	128.87	194.54	275.32
OSBPL9	141.65	128.87	194.54	275.32
MIR761	395.99	419.84	375.1	706.72
RAB3B	413.7	750.53	530.86	2220.95
KTI12	483.72	577.08	529.59	673.11
KTI12	483.72	577.08	529.59	673.11
BTF3L4	179.48	204.25	189.46	332.76
ZFYVE9	237.43	233.43	233.96	236.29
CC2D1B	490.16	513.05	534.04	618.92
ORC1	18.51	26.75	19.71	4.34
PRPF38A	66	94.02	74.38	85.63
ZCCHC11	27.37	36.47	34.33	63.95
GPX7	152.92	179.12	132.24	175.6
FAM159A	0	0.81	1.27	2.17
FAM159A	0	0.81	1.27	2.17
SELRC1	47.49	72.95	68.03	85.63
ZYG11B	1526.01	1594.27	1363.07	1253.01
ZYG11A	14.49	4.86	17.8	6.5
ZYG11A	14.49	4.86	17.8	6.5
ECHDC2	292.16	278	301.35	254.72
SCP2	327.58	443.35	390.36	624.34
PODN	14922.03	9372.73	10664.21	3597.53
SLC1A7	361.38	204.25	240.32	82.38
SLC1A7	361.38	204.25	240.32	82.38
CPT2	130.39	177.5	157.03	169.09
CPT2	130.39	177.5	157.03	169.09
LOC100507564	77.27	96.45	87.73	80.21
MAGOH	8.85	8.11	16.53	9.76
LRP8	82.9	59.98	100.45	81.29
LRP8	82.9	59.98	100.45	81.29
LRP8	82.9	59.98	100.45	81.29
LRP8	82.9	59.98	100.45	81.29
LRP8	82.9	59.98	100.45	81.29
SLC25A3P1	0	0	0	0
SLC25A3P1	0	0	0	0
DMRTB1	0	0.81	0	1.08
GLIS1	212.48	243.15	197.72	115.98
TMEM48	51.51	73.76	59.76	92.13
YIPF1	140.85	175.88	185.64	205.94
YIPF1	140.85	175.88	185.64	205.94
DIO1	4.02	1.62	1.91	3.25
HSPB11	50.71	68.08	60.4	49.86
LRRC42	355.75	425.52	343.31	441.16
LDLRAD1	0	0	0	0
TMEM59	906.27	1315.46	1151.36	1889.27
MIR4781	53.12	69.7	64.21	79.13
CDCP2	0	0	3.18	3.25
CYB5RL	79.68	61.6	61.03	41.19
CYB5RL	79.68	61.6	61.03	41.19
MRPL37	745.3	740	692.98	683.95
SSBP3	451.52	393.91	338.22	247.13
SSBP3	451.52	393.91	338.22	247.13
ACOT11	35.41	26.75	26.07	14.09
ACOT11	35.41	26.75	26.07	14.09
ACOT11	35.41	26.75	26.07	14.09
TTC4	154.53	153.19	150.67	179.93
TTC4	154.53	153.19	150.67	179.93
TTC4	154.53	153.19	150.67	179.93
PARS2	57.95	64.03	64.85	68.29
TTC22	0	0.81	1.27	0
C1orf177	0	0	8.26	0
DHCR24	6067.81	3334.44	4761.83	1941.3
TMEM61	0	0.81	0.64	1.08
BSND	0.8	0	0	0
PCSK9	206.04	28.37	87.73	18.43
USP24	41.05	52.68	83.92	83.46
MIR4422	0	0	0	0
PPAP2B	960.19	804.84	640.21	138.74
PRKAA2	8.05	15.4	8.9	23.85
C1orf168	0	2.43	7.63	1.08
C1orf168	0	2.43	7.63	1.08
C1orf168	0	2.43	7.63	1.08
C8A	0	0	0.64	0
C8B	0	1.62	0	0
DAB1	754.15	707.57	639.57	500.77
DAB1	754.15	707.57	639.57	500.77
OMA1	13.68	24.32	51.5	28.18
OMA1	13.68	24.32	51.5	28.18
OMA1	13.68	24.32	51.5	28.18
TACSTD2	8.85	13.78	40.69	2.17
MYSM1	9.66	14.59	22.89	30.35
MYSM1	9.66	14.59	22.89	30.35
JUN	1910.73	2014.93	1478.77	1605.29
LOC100131060	11.27	12.16	23.52	14.09
MIR4711	48.29	46.2	70.57	54.2
MIR4711	48.29	46.2	70.57	54.2
MIR4711	46.68	45.39	69.93	53.11
MIR4711	46.68	45.39	69.93	53.11
HOOK1	0	0.81	10.81	1.08
CYP2J2	0.8	0	13.35	1.08
C1orf87	0.8	0	1.27	1.08
NFIA	29.78	57.55	169.75	24.93
NFIA	29.78	57.55	169.75	24.93
NFIA	29.78	57.55	169.11	24.93
NFIA	29.78	57.55	169.11	24.93
NFIA	29.78	57.55	169.11	24.93
TM2D1	117.51	190.47	152.58	221.12
INADL	90.14	94.83	291.81	119.23
INADL	90.14	94.83	291.81	119.23
L1TD1	0.8	0.81	1.27	2.17
KANK4	2.41	1.62	3.18	81.29
USP1	19.32	27.56	18.44	45.52
ANGPTL3	52.32	63.22	68.03	104.06
ANGPTL3	52.32	63.22	68.03	104.06
ANGPTL3	52.32	63.22	68.03	104.06
ATG4C	5.63	16.21	14.62	24.93
LINC00466	5.63	4.86	11.44	8.67
FOXD3	0.8	0	0.64	3.25
ALG6	12.07	17.83	20.34	24.93
ITGB3BP	13.68	12.16	20.34	9.76
ITGB3BP	13.68	12.16	20.34	9.76
DLEU2L	7.24	9.73	10.17	7.59
DLEU2L	7.24	9.73	10.17	7.59
PGM1	525.57	698.66	592.53	725.14
ROR1	184.31	202.63	167.84	221.12
ROR1	226.16	258.55	196.45	248.22
ROR1	184.31	202.63	167.84	221.12
ROR1	184.31	202.63	167.84	221.12
UBE2U	0.8	0.81	2.54	2.17
MIR4794	123.95	122.39	95.36	166.92
RAVER2	19.32	20.26	27.97	10.84
RAVER2	19.32	20.26	27.97	10.84
JAK1	437.84	427.95	418.33	722.97
JAK1	437.84	427.95	418.33	722.97
AK4	26.56	34.04	48.32	253.64
DNAJC6	46.68	37.28	59.13	75.87
DNAJC6	46.68	37.28	59.13	75.87
DNAJC6	46.68	37.28	59.13	75.87
LEPROT	694.59	923.98	897.69	1155.46
LEPROT	694.59	923.98	897.69	1155.46
PDE4B	89.34	65.65	129.69	125.73
MIR3117	58.75	52.68	75.66	73.71
TCTEX1D1	0	3.24	1.27	0
INSL5	0	0	0	1.08
WDR78	13.68	7.29	26.07	6.5
MIER1	53.12	63.22	79.47	115.98
SLC35D1	101.41	119.14	97.91	182.1
C1orf141	1.61	0	2.54	2.17
IL23R	0.8	2.43	3.81	2.17
IL23R	0.8	2.43	3.81	2.17
IL12RB2	5.63	1.62	12.72	2.17
SERBP1	490.16	670.29	492.71	801.02
GADD45A	301.82	277.19	351.57	966.86
DIRAS3	748.52	959.64	731.76	537.62
DIRAS3	748.52	959.64	731.76	537.62
DIRAS3	748.52	959.64	731.76	537.62
DIRAS3	748.52	959.64	731.76	537.62
DIRAS3	748.52	959.64	731.76	537.62
RPE65	0	0.81	0.64	0
DEPDC1	1.61	8.11	3.81	4.34
DEPDC1	1.61	8.11	3.81	4.34
DEPDC1	1.61	8.11	3.81	4.34
PIN1P1	115.09	115.09	101.72	117.06
PIN1P1	115.09	115.09	101.72	117.06
LRRC40	12.07	11.35	16.53	22.76
SRSF11	90.14	138.6	146.22	229.79
ANKRD13C	50.71	72.95	77.56	100.8
HHLA3	90.14	98.07	89.64	63.95
CTH	11.27	7.29	8.9	13.01
ZRANB2-AS1	9.66	6.48	18.44	15.17
ZRANB2-AS1	9.66	6.48	18.44	15.17
ZRANB2-AS1	9.66	6.48	18.44	15.17
ZRANB2-AS1	9.66	6.48	18.44	15.17
ZRANB2-AS1	9.66	6.48	18.44	15.17
ZRANB2-AS1	9.66	6.48	18.44	15.17
PTGER3	36.22	40.53	38.78	82.38
MIR186	45.07	65.65	67.39	137.66
MIR186	45.07	65.65	67.39	137.66
ZRANB2-AS2	0	0.81	22.89	1.08
NEGR1-IT1	171.43	176.69	185.64	446.58
LRRIQ3	1.61	1.62	3.81	6.5
LRRIQ3	1.61	1.62	3.81	6.5
TNNI3K	29.78	25.94	29.24	32.52
TNNI3K	29.78	25.94	29.24	32.52
C1orf173	0	0	2.54	2.17
C1orf173	0	0	2.54	2.17
TYW3	45.07	53.49	56.58	105.14
TYW3	45.07	53.49	56.58	105.14
CRYZ	17.71	28.37	26.07	40.11
LHX8	0	0	1.27	72.62
LHX8	0	0	1.27	72.62
SLC44A5	86.92	83.48	59.13	46.61
ACADM	262.38	299.08	218.7	256.89
ACADM	262.38	299.08	218.7	256.89
ACADM	262.38	299.08	218.7	256.89
SNORD45B	0	0	0	1.08
MSH4	4.02	3.24	6.36	5.42
ASB17	0.8	0	0.64	0
ST6GALNAC3	4.83	6.48	17.8	6.5
ST6GALNAC5	9.66	8.11	14.62	7.59
ST6GALNAC5	9.66	8.11	14.62	7.59
ST6GALNAC5	9.66	8.11	14.62	7.59
PIGK	937.66	985.58	865.9	796.68
PIGK	937.66	985.58	865.9	796.68
AK5	157.75	102.12	106.81	22.76
ZZZ3	22.54	29.18	119.52	73.71
USP33	73.24	80.24	82.01	131.15
USP33	40.24	47.82	50.22	78.04
FAM73A	115.9	149.94	120.79	259.06
NEXN	35.41	52.68	48.32	243.88
FUBP1	191.56	243.96	202.81	317.59
DNAJB4	19.32	29.99	19.71	285.07
GIPC2	95.78	105.37	118.89	201.61
MGC27382	3.22	4.86	6.36	1.08
MGC27382	3.22	4.86	6.36	1.08
PTGFR	48.29	45.39	30.52	39.02
IFI44L	5.63	4.86	8.9	3.25
IFI44	17.71	13.78	10.17	7.59
ELTD1	8.05	8.11	10.81	15.17
LPHN2	104.63	133.73	96.64	158.25
LPHN2	104.63	133.73	96.64	158.25
MIR548AP	5.63	4.05	29.24	15.17
MIR548AP	5.63	4.05	29.24	15.17
MIR548AP	5.63	4.05	29.24	15.17
MIR548AP	5.63	4.05	29.24	15.17
PRKACB	99.8	148.32	127.79	246.05
PRKACB	29.78	64.84	48.95	175.6
SAMD13	4.02	3.24	1.27	3.25
UOX	3.22	0.81	1.91	1.08
DNASE2B	0	0	0.64	0
RPF1	90.14	120.77	82.65	144.16
RPF1	90.14	120.77	82.65	144.16
CTBS	76.46	84.29	86.46	122.48
CTBS	76.46	84.29	86.46	122.48
C1orf180	0	0	0	0
SSX2IP	17.71	42.96	19.07	20.59
SSX2IP	17.71	42.96	19.07	20.59
LPAR3	1.61	0.81	4.45	1.08
MCOLN2	3.22	4.86	12.08	7.59
MCOLN3	4.83	1.62	9.54	8.67
WDR63	2.41	5.67	7.63	5.42
SYDE2	17.71	15.4	34.33	49.86
C1orf52	109.46	98.07	96.64	190.77
C1orf52	109.46	98.07	96.64	190.77
LOC646626	90.95	115.9	75.02	143.08
DDAH1	544.08	656.51	520.69	1372.24
DDAH1	544.08	656.51	520.69	1372.24
CYR61	5928.57	5698.69	4255.13	9598.11
ZNHIT6	66	70.51	78.2	114.9
COL24A1	9.66	10.54	25.43	8.67
ODF2L	13.68	12.97	29.88	34.69
CLCA2	7.24	7.29	11.44	5.42
CLCA1	0	1.62	1.27	2.17
CLCA4	6.44	5.67	3.18	3.25
CLCA4	6.44	5.67	3.18	3.25
CLCA3P	0	0	0.64	0
SH3GLB1	239.04	292.59	237.14	518.11
SH3GLB1	239.04	292.59	237.14	518.11
15-Sep	303.43	402.01	378.28	602.66
HS2ST1	136.02	148.32	197.09	194.02
LOC339524	0.8	0	1.27	0
LMO4	345.28	458.75	361.75	805.35
LOC100505768	0.8	0	0	0
PKN2	12.88	29.18	54.04	73.71
PKN2	12.88	29.18	54.04	73.71
GTF2B	54.73	64.03	51.5	62.87
RBMXL1	205.24	209.92	198.36	218.95
RBMXL1	205.24	209.92	198.36	218.95
GBP3	29.78	58.36	42.6	80.21
GBP3	29.78	58.36	42.6	80.21
GBP1	37.02	58.36	41.32	74.79
GBP7	0.8	0.81	0	1.08
GBP7	0.8	0.81	0	1.08
GBP4	12.88	25.13	18.44	0
GBP5	0	0.81	0	0
GBP6	0	0	1.91	2.17
GBP1P1	6.44	5.67	12.08	15.17
LRRC8B	1.61	0.81	36.87	3.25
FLJ27354	3.22	1.62	1.91	1.08
LRRC8C	8.05	24.32	14.62	3.25
LRRC8D	80.49	115.9	134.78	174.51
GEMIN8P4	4.83	4.86	3.81	1.08
ZNF326	16.1	26.75	27.97	49.86
BARHL2	0	0.81	0	0
ZNF644	12.07	12.97	57.22	34.69
ZNF644	12.07	12.97	59.76	37.94
ZNF644	12.07	12.97	59.76	37.94
ZNF644	12.07	12.97	57.22	34.69
ZNF644	12.07	12.97	59.76	37.94
ZNF644	12.07	12.97	57.22	34.69
ZNF644	12.07	12.97	59.76	37.94
HFM1	3164.69	3312.55	21683.82	3289.7
CDC7	4.83	12.16	9.54	2.17
TGFBR3	197.99	149.13	132.87	50.94
TGFBR3	197.99	149.13	132.87	50.94
TGFBR3	197.99	149.13	132.87	50.94
TGFBR3	197.99	149.13	132.87	50.94
TGFBR3	203.63	150.75	136.69	52.03
TGFBR3	197.99	149.13	132.87	50.94
BRDT	4.83	4.86	6.36	10.84
EPHX4	3.22	0.81	5.09	2.17
BTBD8	86.12	94.83	66.75	150.66
KIAA1107	0	0.81	1.27	1.08
C1orf146	174.65	196.14	131.6	230.88
RPAP2	5.63	3.24	17.8	11.92
RPAP2	5.63	3.24	17.8	11.92
GLMN	11.27	12.97	37.51	19.51
GFI1	0.8	0	2.54	0
EVI5	34.61	37.28	48.32	101.89
FAM69A	3203.33	3114.79	2554.48	2034.52
FAM69A	26.56	41.34	40.05	66.12
MTF2	10.46	16.21	32.42	29.27
MTF2	10.46	16.21	32.42	29.27
TMED5	61.17	91.59	85.83	161.5
TMED5	61.17	91.59	85.83	161.5
CCDC18	14.49	25.13	34.97	31.43
CCDC18	14.49	25.13	34.97	31.43
LOC100131564	12.07	8.11	39.42	10.84
DR1	350.11	396.34	290.54	525.7
FNBP1L	28.97	34.04	54.68	93.22
BCAR3	334.02	389.86	360.48	601.58
BCAR3	350.92	412.55	400.53	615.67
BCAR3	334.02	389.86	360.48	601.58
BCAR3	334.02	389.86	360.48	601.58
BCAR3	350.92	412.55	400.53	615.67
DNTTIP2	8.85	12.16	15.26	53.11
GCLM	70.83	115.9	97.91	270.98
ABCA4	16.1	8.11	18.44	0
ABCA4	16.1	8.11	18.44	0
ARHGAP29	77.27	127.25	98.54	324.09
ABCD3	33.8	41.34	132.87	93.22
F3	123.14	311.24	283.55	850.88
SLC44A3	13.68	22.69	22.25	13.01
SLC44A3	13.68	22.69	22.25	13.01
SLC44A3	13.68	22.69	22.25	13.01
SLC44A3	13.68	22.69	22.25	13.01
SLC44A3	13.68	22.69	22.25	13.01
SLC44A3	13.68	21.88	20.34	11.92
SLC44A3	13.68	21.88	20.34	11.92
CNN3	1193.6	1456.49	1080.15	1294.2
ALG14	56.34	49.44	58.49	79.13
RWDD3	15.29	17.83	34.97	54.2
RWDD3	15.29	17.83	34.97	54.2
RWDD3	15.29	17.83	34.97	54.2
RWDD3	15.29	17.83	34.97	54.2
FLJ31662	0	0	0	0
FLJ31662	0	0	0	0
FLJ31662	0	0	0	0
PTBP2	18.51	12.97	60.4	15.17
PTBP2	18.51	12.97	60.4	15.17
DPYD-AS1	12.88	29.99	24.16	28.18
MIR2682	2.41	4.05	3.18	2.17
MIR2682	2.41	4.05	3.18	2.17
MIR2682	2.41	4.05	3.18	2.17
SNX7	115.09	134.54	108.08	186.43
LOC100129620	1.61	0.81	1.27	0
LOC100129620	1.61	0.81	1.27	0
LPPR4	71.63	166.15	132.87	68.29
PALMD	0	0.81	1.27	1.08
FRRS1	23.34	18.64	36.24	29.27
AGL	10.46	13.78	17.17	49.86
SLC35A3	11.27	36.47	42.6	114.9
SLC35A3	11.27	36.47	42.6	114.9
SLC35A3	11.27	32.42	40.69	106.22
HIAT1	225.36	257.74	264.48	906.16
SASS6	4.83	5.67	9.54	24.93
LRRC39	5.63	8.92	3.81	27.1
LRRC39	5.63	8.92	3.81	27.1
DBT	412.09	311.24	427.87	420.56
MIR553	103.02	93.21	89.01	227.62
CDC14A	8.05	8.92	18.44	40.11
GPR88	0	0	0	0
VCAM1	0	0.81	0.64	0
EXTL2	45.88	59.17	38.15	114.9
SLC30A7	87.73	84.29	129.06	174.51
SLC30A7	87.73	84.29	129.06	174.51
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
DPH5	180.29	172.64	160.21	112.73
